0,0,0,0,0,0,0,0,0,1465,354,401,413,382,433,455,478,500,547,568,575,590,679,677,714,806,812,764,866,867,866,972,1018,981,1000,1092,1030,1065,1112,1071,1049,1103,1050,1033,1029,1000,1034
0,0,0,0,0,0,0,0,1323,0,260,327,392,418,452,429,497,484,512,519,652,662,691,713,789,823,806,836,942,880,994,998,1018,1033,1116,1108,1007,1072,1118,1126,1082,1118,1174,1173,1054,1105,1109
0,0,0,0,0,0,0,710,359,417,304,392,407,441,426,462,504,538,567,610,662,722,724,749,824,791,836,989,984,986,1047,1034,1096,1056,1154,1143,1189,1196,1212,1262,1221,1233,1232,1195,1223,1202,1168
0,0,0,0,0,0,0,1012,290,346,384,343,402,416,445,488,537,551,592,635,692,708,754,798,869,875,972,982,1031,1022,1041,1079,1167,1188,1199,1258,1277,1227,1245,1275,1327,1334,1324,1255,1274,1316,1240
0,0,0,0,0,0,1282,392,363,324,347,390,412,428,494,526,556,575,666,664,732,778,819,871,918,948,1006,1064,1061,1051,1168,1217,1218,1261,1119,1237,1330,1394,1419,1376,1376,1389,1349,1357,1329,1335,1230
0,0,0,0,0,0,382,365,329,317,370,373,438,439,497,480,544,633,656,694,779,848,882,879,972,1010,1054,1037,1015,1177,1249,1277,1283,1413,1394,1361,1344,1410,1462,1348,1400,1447,1367,1443,1411,1420,1306
0,0,0,0,0,1225,391,313,345,318,358,423,448,465,483,538,601,631,640,717,769,828,852,905,975,984,1007,1038,1251,1257,1358,1333,1320,1291,1443,1420,1231,1437,1460,1431,1490,1538,1434,1467,1508,1369,1435
0,0,0,0,380,330,304,313,295,327,367,443,428,487,510,545,608,679,665,750,824,794,925,985,1009,1099,1149,1202,1190,1271,1349,1336,1368,1424,1459,1435,1454,1525,1539,1417,1563,1539,1551,1515,1542,1522,1536
0,0,0,0,1118,347,0,292,316,368,379,427,451,460,541,532,608,627,739,770,806,887,939,984,1044,1092,1208,1230,1255,1288,1350,1349,1407,1484,1526,1534,1574,1636,1574,1619,1706,1650,1545,1598,1550,1497,1478
0,0,0,0,297,314,281,278,317,336,368,402,462,501,494,533,563,651,736,726,806,930,932,946,985,1092,1228,1240,1229,1329,1418,1338,1462,1494,1603,1573,1673,1638,1652,1632,1694,1625,1678,1678,1597,1535,1585
0,0,0,1020,297,275,281,0,326,330,383,424,486,492,492,619,604,664,758,764,841,901,954,978,1085,1201,1222,1152,1345,1400,1430,1436,1471,1582,1548,1541,1613,1770,1738,1818,1719,1696,1686,1656,1573,1666,1684
0,0,0,638,0,0,0,0,298,347,381,451,493,495,554,609,651,675,709,757,905,919,935,1052,1141,1260,1196,1250,1383,1410,1430,1542,1601,1583,1601,1700,1701,1682,1707,1751,1738,1671,1745,1809,1690,1710,1684
0,0,394,223,0,0,259,326,296,339,380,424,451,492,570,588,660,729,725,797,945,970,1041,1088,1151,1236,1216,1319,1386,1430,1506,1432,1630,1612,1607,1758,1743,1707,1810,1745,1784,1767,1818,1705,1755,1779,1682
0,0,931,295,0,0,0,309,294,341,349,463,484,500,555,561,668,704,761,850,911,930,1078,1095,1174,1249,1218,1230,1403,1478,1466,1510,1543,1596,1692,1767,1730,1811,1950,1843,1804,1866,1803,1821,1831,1866,1712
0,0,597,0,0,255,0,0,350,388,402,381,504,512,539,609,638,653,714,813,927,977,996,889,1205,1210,1193,1389,1405,1471,1485,1609,1666,1676,1681,1817,1858,1858,1820,1912,1858,1862,1661,1798,1899,1841,1663
0,0,0,0,0,0,0,307,310,0,374,455,417,490,485,575,697,681,720,825,924,1006,1063,1070,1198,1255,1326,1370,1432,1477,1517,1610,1642,1759,1801,1933,1785,1804,1871,1833,1825,1916,1773,1854,1908,1762,1608
0,575,189,0,0,264,252,0,297,327,355,450,420,538,487,598,677,716,813,818,928,878,1077,1159,1228,1297,1292,1347,1361,1472,1613,1617,1756,1672,1764,1910,1863,1898,1867,1923,1939,2000,1919,1925,1942,1787,1723
0,838,270,0,0,242,0,0,283,339,340,442,425,516,527,512,649,714,774,838,898,1009,989,1106,1204,1252,1274,1400,1456,1476,1567,1633,1673,1707,1794,1886,1696,1968,2037,1958,1971,1986,1867,1928,1857,1669,1804
0,733,0,0,0,0,0,0,260,296,327,459,412,396,533,629,652,705,757,809,888,936,1006,1129,1205,1220,1274,1361,1429,1467,1458,1725,1553,1690,1885,1776,1799,1955,1899,1980,2050,1936,1928,2039,1870,1762,1821
0,496,0,0,0,0,0,0,280,291,357,391,456,467,574,553,623,703,748,830,883,927,1038,1141,1134,1156,1227,1361,1393,1443,1583,1685,1610,1742,1794,1737,1790,2019,1849,1971,1970,1829,1899,1955,1775,1743,1933
0,252,0,0,0,0,239,0,290,327,326,393,401,474,530,587,606,631,726,792,882,927,1068,1095,1096,1167,1241,1341,1360,1470,1602,1531,1624,1804,1742,1738,1890,1928,1802,1964,1936,1893,1988,1972,1737,1826,1879
0,0,0,0,0,0,0,0,251,285,319,370,410,433,528,533,583,626,732,813,878,925,1059,1062,1104,1167,1197,1245,1320,1463,1606,1474,1650,1897,1735,1840,1961,1794,1782,1948,1757,1638,1731,1611,1539,1764,1819
0,0,0,0,0,0,0,0,0,265,299,368,349,431,452,500,584,640,708,768,854,876,1018,1072,1043,1096,1110,1224,1343,1430,1529,1534,1629,1715,1615,1753,1801,1671,1731,1997,1703,1682,2001,1964,1693,1713,1734
0,0,0,0,0,0,0,0,248,258,293,337,358,435,466,502,556,616,739,741,835,898,954,991,1032,1047,1178,1207,1352,1399,1418,1496,1577,1622,1592,1743,1698,1579,1772,1868,1469,1748,2143,2034,1757,1717,1646
0,0,0,0,0,0,0,0,0,0,274,342,359,395,442,502,525,596,663,752,805,878,970,985,980,1113,1138,1140,1304,1315,1357,1421,1592,1538,1535,1727,1664,1581,1777,1839,1563,1682,1909,1824,1670,1661,1575
0,0,0,0,0,0,0,0,0,0,264,320,335,396,396,462,524,559,626,661,731,825,882,915,939,1060,1105,1141,1243,1252,1216,1107,1528,1512,1537,1666,1541,1548,1810,1659,1540,1653,1485,1371,1484,1637,1519
0,0,0,0,0,0,0,0,0,0,250,259,320,354,373,449,470,533,612,632,693,742,776,796,931,1034,1062,1097,1176,1199,1257,1349,1388,1392,1553,1622,1428,1492,1650,1499,1465,1700,1562,1499,1725,1695,1381
0,0,0,0,0,0,0,0,0,202,251,0,305,355,370,392,468,469,537,554,668,713,735,778,884,950,1009,1070,1132,1125,1201,1271,1276,1258,1530,1551,1345,1525,1571,1375,1511,1701,1478,1412,1559,1450,1328
0,0,0,0,0,0,0,0,0,219,0,231,314,318,376,380,406,419,482,525,600,669,702,759,848,893,923,971,1065,1034,1143,1278,1141,1216,1396,1314,1313,1516,1475,1377,1550,1553,1338,1457,1556,1273,1256
0,180,0,0,0,0,0,0,0,0,0,217,259,295,321,370,382,409,378,516,585,641,642,709,814,830,842,923,991,1017,1091,1078,1056,1203,1303,1110,1283,1498,1280,1285,1431,1392,1296,1410,1369,1301,955
0,331,0,0,0,0,0,0,0,0,0,201,237,279,314,329,348,392,370,462,529,622,606,688,757,729,782,822,923,950,1019,993,999,1174,1183,1146,1309,1346,1235,1217,1389,1300,1194,1325,1236,1187,1153
0,420,0,0,0,0,0,0,0,0,0,0,0,229,280,290,328,383,381,412,551,531,536,615,671,670,737,834,829,885,952,913,967,1074,1033,1038,1145,1205,1099,1235,1307,1110,1095,1276,1141,1130,1084
0,384,0,0,0,0,0,0,0,0,0,0,0,0,243,247,307,250,342,397,466,458,471,536,566,600,676,716,757,766,806,823,882,960,896,959,1119,1056,916,1081,1132,1003,993,1183,1031,1013,1095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,273,308,309,349,403,413,454,467,543,575,644,638,714,474,714,734,908,884,828,972,1013,884,877,1012,975,956,1006,1093,934,903,972
0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,198,248,249,269,322,324,332,383,461,470,519,539,577,625,643,669,714,808,753,732,892,944,804,831,918,867,801,930,914,845,884,871
